Unique_ID,Domain,Taxonomic group,Scientific name,COSEWIC common name,COSEWIC population,COSEWIC status,COSEWIC last assessment date,Estimated re-assessment,Legal common name,Legal population,Schedule 1 status,Last status change,SARA schedule,Date added,Range,Under consideration for,GIC decision,Scheduled Assessment
Callophrys johnsoni - Johnson's Hairstreak,Terrestrial,Arthropods,Callophrys johnsoni,Johnson's Hairstreak,NA,Special Concern,2022-05-11,2032-05-11 00:00:00,Johnson's Hairstreak,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Callorhinus ursinus - Northern Fur Seal,Aquatic,Mammals (marine),Callorhinus ursinus,Northern Fur Seal,NA,Threatened,2022-12-03,2032-12-03 00:00:00,Northern Fur Seal,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Calochortus lyallii - Lyall's Mariposa Lily,Terrestrial,Vascular Plants,Calochortus lyallii,Lyall's Mariposa Lily,NA,Special Concern,2011-05-06,2021-05-06 00:00:00,Lyall's Mariposa Lily,NA,Special Concern,2017-02-03,Schedule 1,2003-06-05,British Columbia,NA,Downlisted: Threatened to special concern,9999-01-01
Camissonia contorta - Contorted-pod Evening-primrose,Terrestrial,Vascular Plants,Camissonia contorta,Contorted-pod Evening-primrose,NA,Endangered,2006-04-29,2016-04-29 00:00:00,Contorted-pod Evening-primrose,NA,Endangered,2007-12-13,Schedule 1,2007-12-13,British Columbia,NA,Added to list,9999-01-01
Canis lupus nubilus - Southern Grey Wolf,Terrestrial,Mammals (terrestrial),Canis lupus nubilus,Southern Grey Wolf,NA,Not at Risk,1999-04-01,2009-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Canis lupus occidentalis - Northern Grey Wolf,Terrestrial,Mammals (terrestrial),Canis lupus occidentalis,Northern Grey Wolf,NA,Not at Risk,1999-04-01,2009-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Carcharodon carcharias - White Shark (Pacific population),Aquatic,Fishes (marine),Carcharodon carcharias,White Shark,Pacific population,Data Deficient,2006-04-29,2016-04-29 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Cardellina canadensis - Canada Warbler,Terrestrial,Birds,Cardellina canadensis,Canada Warbler,NA,Special Concern,2020-11-04,2030-11-04 00:00:00,Canada Warbler,NA,Threatened,9999-01-01,Schedule 1,2010-02-23,"Alberta, British Columbia, Manitoba, New Brunswick, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",Status change,Pending,9999-01-01
Carex tumulicola - Foothill Sedge,Terrestrial,Vascular Plants,Carex tumulicola,Foothill Sedge,NA,Special Concern,2022-12-03,2032-12-03 00:00:00,Foothill Sedge,NA,Endangered,9999-01-01,Schedule 1,2010-02-23,British Columbia,Status change,Pending,9999-01-01
Castilleja levisecta - Golden Paintbrush,Terrestrial,Vascular Plants,Castilleja levisecta,Golden Paintbrush,NA,Endangered,2007-11-30,2017-11-30 00:00:00,Golden Paintbrush,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Castilleja rupicola - Cliff Paintbrush,Terrestrial,Vascular Plants,Castilleja rupicola,Cliff Paintbrush,NA,Threatened,2005-05-05,2015-05-05 00:00:00,Cliff Paintbrush,NA,Threatened,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Castilleja tenuis - Hairy Paintbrush,Terrestrial,Vascular Plants,Castilleja tenuis,Hairy Paintbrush,NA,Endangered,2019-05-03,2029-05-03 00:00:00,Hairy Paintbrush,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Castilleja victoriae - Victoria's Owl-clover,Terrestrial,Vascular Plants,Castilleja victoriae,Victoria's Owl-clover,NA,Endangered,2010-04-25,2020-04-25 00:00:00,Victoria's Owl-clover,NA,Endangered,2012-06-20,Schedule 1,2012-06-20,British Columbia,NA,Added to list,9999-01-01
Catherpes mexicanus - Canyon Wren,Terrestrial,Birds,Catherpes mexicanus,Canyon Wren,NA,Not at Risk,1992-04-01,2002-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Catostomus platyrhynchus - Mountain Sucker,Aquatic,Fishes (freshwater),Catostomus platyrhynchus,Mountain Sucker,NA,Non-active,2010-11-26,2020-11-26 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Saskatchewan",NA,NA,9999-01-01
Catostomus platyrhynchus - Mountain Sucker (Pacific population),Aquatic,Fishes (freshwater),Catostomus platyrhynchus,Mountain Sucker,Pacific population,Non-active,2022-12-03,2032-12-03 00:00:00,Mountain Sucker,Pacific population,Special Concern,2017-04-13,Schedule 1,2017-04-13,British Columbia,NA,Added to list,9999-01-01
Catostomus sp. cf. catostomus - Salish Sucker,Aquatic,Fishes (freshwater),Catostomus sp. cf. catostomus,Salish Sucker,NA,Endangered,2024-05-09,2034-05-09 00:00:00,Salish Sucker,NA,Threatened,9999-01-01,Schedule 1,2005-01-12,British Columbia,Status change,Pending,9999-01-01
Centaurium muehlenbergii - Muhlenberg's Centaury,Terrestrial,Vascular Plants,Centaurium muehlenbergii,Muhlenberg's Centaury,NA,Endangered,2008-04-25,2018-04-25 00:00:00,Muhlenberg's Centaury,NA,Endangered,2010-02-23,Schedule 1,2010-02-23,British Columbia,NA,Added to list,9999-01-01
Centrocercus urophasianus phaios - Greater Sage-Grouse phaios subspecies,Terrestrial,Birds,Centrocercus urophasianus phaios,Greater Sage-Grouse phaios subspecies,NA,Extirpated,2021-12-01,2031-12-01 00:00:00,Greater Sage-Grouse phaios subspecies,NA,Extirpated,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Cephalanthera austiniae - Phantom Orchid,Terrestrial,Vascular Plants,Cephalanthera austiniae,Phantom Orchid,NA,Endangered,2014-11-28,2024-11-28 00:00:00,Phantom Orchid,NA,Endangered,2019-02-25,Schedule 1,2003-06-05,British Columbia,NA,Uplisted: Threatened to endangered,9999-01-01
Cetorhinus maximus - Basking Shark (Pacific population),Aquatic,Fishes (marine),Cetorhinus maximus,Basking Shark,Pacific population,Endangered,2018-04-27,2028-04-27 00:00:00,Basking Shark,Pacific population,Endangered,2010-02-23,Schedule 1,2010-02-23,"British Columbia, Pacific Ocean",NA,Added to list,9999-01-01
Charina bottae - Northern Rubber Boa,Terrestrial,Reptiles,Charina bottae,Northern Rubber Boa,NA,Special Concern,2016-04-29,2026-04-29 00:00:00,Northern Rubber Boa,NA,Special Concern,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Chlidonias niger - Black Tern,Terrestrial,Birds,Chlidonias niger,Black Tern,NA,Not at Risk,1996-04-01,2006-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Northwest Territories, Nova Scotia, Ontario, Quebec, Saskatchewan",NA,NA,9999-01-01
Chordeiles minor - Common Nighthawk,Terrestrial,Birds,Chordeiles minor,Common Nighthawk,NA,Special Concern,2018-04-27,2028-04-27 00:00:00,Common Nighthawk,NA,Special Concern,2023-02-03,Schedule 1,2010-02-23,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Downlisted: Threatened to special concern,9999-01-01
Chrysemys picta bellii - Western Painted Turtle (Intermountain - Rocky Mountain population),Terrestrial,Reptiles,Chrysemys picta bellii,Western Painted Turtle,Intermountain - Rocky Mountain population,Special Concern,2016-11-27,2026-11-27 00:00:00,Western Painted Turtle,Intermountain - Rocky Mountain population,Special Concern,2007-12-13,Schedule 1,2007-12-13,British Columbia,NA,Added to list,9999-01-01
Chrysemys picta bellii - Western Painted Turtle (Pacific Coast population),Terrestrial,Reptiles,Chrysemys picta bellii,Western Painted Turtle,Pacific Coast population,Threatened,2016-11-27,2026-11-27 00:00:00,Western Painted Turtle,Pacific Coast population,Threatened,2021-08-12,Schedule 1,2007-12-13,British Columbia,NA,Downlisted: Endangered to threatened,9999-01-01
Cicindela parowana wallisi - Wallis' Dark Saltflat Tiger Beetle,Terrestrial,Arthropods,Cicindela parowana wallisi,Wallis' Dark Saltflat Tiger Beetle,NA,Endangered,2009-11-27,2019-11-27 00:00:00,Wallis' Dark Saltflat Tiger Beetle,NA,Endangered,2012-06-20,Schedule 1,2012-06-20,British Columbia,NA,Added to list,9999-01-01
Circus cyaneus - Northern Harrier,Terrestrial,Birds,Circus cyaneus,Northern Harrier,NA,Not at Risk,1993-04-01,2003-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Cirsium scariosum - Meadow Thistle (Rocky Mountain population),Terrestrial,Vascular Plants,Cirsium scariosum,Meadow Thistle,Rocky Mountain population,Endangered,2022-05-11,2032-05-11 00:00:00,Meadow Thistle,Rocky Mountain population,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia",Addition,Pending,9999-01-01
Coccinella novemnotata - Nine-spotted Lady Beetle,Terrestrial,Arthropods,Coccinella novemnotata,Nine-spotted Lady Beetle,NA,Endangered,2016-04-29,2026-04-29 00:00:00,Nine-spotted Lady Beetle,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,"Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan",NA,Added to list,9999-01-01
Coccinella transversoguttata - Transverse Lady Beetle,Terrestrial,Arthropods,Coccinella transversoguttata,Transverse Lady Beetle,NA,Special Concern,2016-11-27,2026-11-27 00:00:00,Transverse Lady Beetle,NA,Special Concern,2021-08-12,Schedule 1,2021-08-12,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Added to list,9999-01-01
Coccothraustes vespertinus - Evening Grosbeak,Terrestrial,Birds,Coccothraustes vespertinus,Evening Grosbeak,NA,Special Concern,2016-11-27,2026-11-27 00:00:00,Evening Grosbeak,NA,Special Concern,2019-05-22,Schedule 1,2019-05-22,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Added to list,9999-01-01
Collema coniophilum - Crumpled Tarpaper Lichen,Terrestrial,Lichens,Collema coniophilum,Crumpled Tarpaper Lichen,NA,Threatened,2010-11-26,2020-11-26 00:00:00,Crumpled Tarpaper Lichen,NA,Threatened,2017-02-03,Schedule 1,2017-02-03,British Columbia,NA,Added to list,2026-04-01
Collomia tenella - Slender Collomia,Terrestrial,Vascular Plants,Collomia tenella,Slender Collomia,NA,Endangered,2003-11-01,2013-11-01 00:00:00,Slender Collomia,NA,Endangered,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Coluber constrictor mormon - Western Yellow-bellied Racer,Terrestrial,Reptiles,Coluber constrictor mormon,Western Yellow-bellied Racer,NA,Threatened,2015-11-26,2025-11-26 00:00:00,Western Yellow-bellied Racer,NA,Threatened,2023-02-03,Schedule 1,2006-08-15,British Columbia,NA,Uplisted: Special Concern to threatened,9999-01-01
Contia tenuis - Sharp-tailed Snake,Terrestrial,Reptiles,Contia tenuis,Sharp-tailed Snake,NA,Non-active,2021-12-01,2031-12-01 00:00:00,Sharp-tailed Snake,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Contia tenuis - Sharp-tailed Snake (Coast Mountains population),Terrestrial,Reptiles,Contia tenuis,Sharp-tailed Snake,Coast Mountains population,Endangered,2021-12-01,2031-12-01 00:00:00,Sharp-tailed Snake,Coast Mountains population,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Contia tenuis - Sharp-tailed Snake (Pacific Coast population),Terrestrial,Reptiles,Contia tenuis,Sharp-tailed Snake,Pacific Coast population,Threatened,2021-12-01,2031-12-01 00:00:00,Sharp-tailed Snake,Pacific Coast population,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Contopus cooperi - Olive-sided Flycatcher,Terrestrial,Birds,Contopus cooperi,Olive-sided Flycatcher,NA,Special Concern,2018-04-27,2028-04-27 00:00:00,Olive-sided Flycatcher,NA,Special Concern,2023-02-03,Schedule 1,2010-02-23,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Downlisted: Threatened to special concern,9999-01-01
Copablepharon absidum - Columbia Dune Moth,Terrestrial,Arthropods,Copablepharon absidum,Columbia Dune Moth,NA,Data Deficient,2017-04-28,2027-04-28 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Copablepharon fuscum - Sand-verbena Moth,Terrestrial,Arthropods,Copablepharon fuscum,Sand-verbena Moth,NA,Endangered,2013-11-01,2023-11-01 00:00:00,Sand-verbena Moth,NA,Endangered,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Corydalis scouleri - Scouler's Corydalis,Terrestrial,Vascular Plants,Corydalis scouleri,Scouler's Corydalis,NA,Not at Risk,2006-11-24,2016-11-24 00:00:00,Scouler's Corydalis,NA,No Status,2009-03-05,No schedule,2003-06-05,British Columbia,NA,Delisted: Threatened to not at risk,9999-01-01
Cottus aleuticus - Coastrange Sculpin (Cultus Lake population),Aquatic,Fishes (freshwater),Cottus aleuticus,Coastrange Sculpin,Cultus Lake population,Endangered,2019-11-29,2029-11-29 00:00:00,Coastrange Sculpin,Cultus population,Threatened,9999-01-01,Schedule 1,2003-06-05,British Columbia,Status change,Pending,9999-01-01
Cottus confusus - Shorthead Sculpin,Aquatic,Fishes (freshwater),Cottus confusus,Shorthead Sculpin,NA,Special Concern,2010-11-26,2020-11-26 00:00:00,Shorthead Sculpin,NA,Special Concern,2013-03-08,Schedule 1,2003-06-05,British Columbia,NA,Downlisted: Threatened to special concern,9999-01-01
Cottus hubbsi - Columbia Sculpin,Aquatic,Fishes (freshwater),Cottus hubbsi,Columbia Sculpin,NA,Special Concern,2019-11-29,2029-11-29 00:00:00,Columbia Sculpin,NA,Special Concern,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Cottus ricei - Spoonhead Sculpin,Aquatic,Fishes (freshwater),Cottus ricei,Spoonhead Sculpin,NA,Not at Risk,1989-04-01,1999-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Cottus sp. - Rocky Mountain Sculpin (Pacific population),Aquatic,Fishes (freshwater),Cottus sp.,Rocky Mountain Sculpin,Pacific population,Special Concern,2019-11-29,2029-11-29 00:00:00,Rocky Mountain Sculpin,Westslope population,Special Concern,2017-04-13,Schedule 1,2017-04-13,British Columbia,NA,Added to list,9999-01-01
Coturnicops noveboracensis - Yellow Rail,Terrestrial,Birds,Coturnicops noveboracensis,Yellow Rail,NA,Special Concern,2023-12-01,2033-12-01 00:00:00,Yellow Rail,NA,Special Concern,2003-06-05,Schedule 1,2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Northwest Territories, Ontario, Quebec, Saskatchewan",NA,Added to list,9999-01-01
Couesius plumbeus - Lake Chub (Atlin Warm Springs population),Aquatic,Fishes (freshwater),Couesius plumbeus,Lake Chub,Atlin Warm Springs population,Threatened,2018-11-01,2028-11-01 00:00:00,Lake Chub,Atlin Warm Springs population,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Couesius plumbeus - Lake Chub (Liard Hot Springs population),Aquatic,Fishes (freshwater),Couesius plumbeus,Lake Chub,Liard Hot Springs population,Threatened,2018-11-01,2028-11-01 00:00:00,Lake Chub,Liard Hot Springs population,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Couesius plumbeus - Lake Chub (Northern British Columbia Hotsprings population),Aquatic,Fishes (freshwater),Couesius plumbeus,Lake Chub,Northern British Columbia Hotsprings population,Non-active,2018-11-01,2028-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Crossidium seriatum - Tiny Tassel,Terrestrial,Mosses,Crossidium seriatum,Tiny Tassel,NA,Special Concern,2014-11-28,2024-11-28 00:00:00,Tiny Tassel,NA,Special Concern,2019-02-25,Schedule 1,2019-02-25,British Columbia,NA,Added to list,9999-01-01
Crotalus oreganus - Western Rattlesnake,Terrestrial,Reptiles,Crotalus oreganus,Western Rattlesnake,NA,Threatened,2015-05-01,2025-05-01 00:00:00,Western Rattlesnake,NA,Threatened,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Cryptomastix devia - Puget Oregonian,Terrestrial,Molluscs,Cryptomastix devia,Puget Oregonian,NA,Extirpated,2013-05-03,2023-05-03 00:00:00,Puget Oregonian,NA,Extirpated,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Cygnus buccinator - Trumpeter Swan,Terrestrial,Birds,Cygnus buccinator,Trumpeter Swan,NA,Not at Risk,1996-04-01,2006-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Northwest Territories, Ontario, Saskatchewan, Yukon",NA,NA,9999-01-01
Cypseloides niger - Black Swift,Terrestrial,Birds,Cypseloides niger,Black Swift,NA,Endangered,2015-05-01,2025-05-01 00:00:00,Black Swift,NA,Endangered,2019-05-22,Schedule 1,2019-05-22,"Alberta, British Columbia",NA,Added to list,9999-01-01
Daltonia splachnoides - Dalton’s Moss,Terrestrial,Mosses,Daltonia splachnoides,Dalton’s Moss,NA,Endangered,2019-05-03,2029-05-03 00:00:00,Dalton’s Moss,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Danaus plexippus - Monarch,Terrestrial,Arthropods,Danaus plexippus,Monarch,NA,Endangered,2016-11-27,2026-11-27 00:00:00,Monarch,NA,Endangered,2023-12-08,Schedule 1,2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan",NA,Uplisted: Special Concern to endangered,9999-01-01
Delphinus delphis - Short-beaked Common Dolphin,Aquatic,Mammals (marine),Delphinus delphis,Short-beaked Common Dolphin,NA,Not at Risk,1991-04-01,2001-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Atlantic Ocean, Pacific Ocean",NA,NA,9999-01-01
Dermochelys coriacea - Leatherback Sea Turtle,Terrestrial,Reptiles,Dermochelys coriacea,Leatherback Sea Turtle,NA,Non-active,2012-05-04,2022-05-04 00:00:00,Leatherback Sea Turtle,NA,No Status,2017-04-13,No schedule,2003-06-05,"Atlantic Ocean, Pacific Ocean",NA,Struck - WS reassignment,9999-01-01
Dermochelys coriacea - Leatherback Sea Turtle (Pacific population),Terrestrial,Reptiles,Dermochelys coriacea,Leatherback Sea Turtle,Pacific population,Endangered,2022-12-03,2032-12-03 00:00:00,Leatherback Sea Turtle,Pacific population,Endangered,9999-01-01,Schedule 1,2003-06-05,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Deroceras hesperium - Evening Fieldslug,Terrestrial,Molluscs,Deroceras hesperium,Evening Fieldslug,NA,Data Deficient,2003-11-01,2013-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Dicamptodon tenebrosus - Coastal Giant Salamander,Terrestrial,Amphibians,Dicamptodon tenebrosus,Coastal Giant Salamander,NA,Threatened,2014-05-02,2024-05-02 00:00:00,Coastal Giant Salamander,NA,Threatened,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Dielis pilipes - Yellow Scarab Hunter Wasp,Terrestrial,Arthropods,Dielis pilipes,Yellow Scarab Hunter Wasp,NA,Special Concern,2018-11-01,2028-11-01 00:00:00,Yellow Scarab Hunter Wasp,NA,Special Concern,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Dolichonyx oryzivorus - Bobolink,Terrestrial,Birds,Dolichonyx oryzivorus,Bobolink,NA,Special Concern,2022-05-11,2032-05-11 00:00:00,Bobolink,NA,Threatened,9999-01-01,Schedule 1,2017-11-02,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan",Status change,Pending,9999-01-01
Dryobates albolarvatus - White-headed Woodpecker,Terrestrial,Birds,Dryobates albolarvatus,White-headed Woodpecker,NA,Endangered,2023-05-05,2033-05-05 00:00:00,White-headed Woodpecker,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Dryopteris arguta - Coastal Wood Fern,Terrestrial,Vascular Plants,Dryopteris arguta,Coastal Wood Fern,NA,Special Concern,2021-05-05,2031-05-05 00:00:00,Coastal Wood Fern,NA,Special Concern,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Efferia okanagana - Okanagan Efferia,Terrestrial,Arthropods,Efferia okanagana,Okanagan Efferia,NA,Endangered,2011-11-25,2021-11-25 00:00:00,Okanagan Efferia,NA,Endangered,2017-02-03,Schedule 1,2017-02-03,British Columbia,NA,Added to list,9999-01-01
Eleocharis atropurpurea - Purple Spikerush,Terrestrial,Vascular Plants,Eleocharis atropurpurea,Purple Spikerush,NA,Non-active,2008-04-25,2018-04-25 00:00:00,Purple Spikerush,NA,NA,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Eleocharis geniculata - Bent Spike-rush (Southern Mountain population),Terrestrial,Vascular Plants,Eleocharis geniculata,Bent Spike-rush,Southern Mountain population,Endangered,2009-04-26,2019-04-26 00:00:00,Bent Spike-rush,Southern Mountain population,Endangered,2011-02-04,Schedule 1,2011-02-04,British Columbia,NA,Added to list,9999-01-01
Elgaria coerulea - Northern Alligator Lizard,Terrestrial,Reptiles,Elgaria coerulea,Northern Alligator Lizard,NA,Not at Risk,2002-05-01,2012-05-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Empidonax wrightii - Grey Flycatcher,Terrestrial,Birds,Empidonax wrightii,Grey Flycatcher,NA,Not at Risk,1992-04-01,2002-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Enhydra lutris - Sea Otter,Aquatic,Mammals (marine),Enhydra lutris,Sea Otter,NA,Special Concern,2022-05-11,2032-05-11 00:00:00,Sea Otter,NA,Special Concern,2009-03-05,Schedule 1,2003-06-05,"British Columbia, Pacific Ocean",NA,Downlisted,9999-01-01
Ensatina eschscholtzii - Ensatina,Terrestrial,Amphibians,Ensatina eschscholtzii,Ensatina,NA,Not at Risk,1999-04-01,2009-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Entodon schleicheri - Schleicher's Silk Moss,Terrestrial,Mosses,Entodon schleicheri,Schleicher's Silk Moss,NA,Data Deficient,2005-05-05,2015-05-05 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Northwest Territories",NA,NA,9999-01-01
Entosphenus macrostomus - Vancouver Lamprey,Aquatic,Fishes (freshwater),Entosphenus macrostomus,Vancouver Lamprey,NA,Threatened,2017-11-01,2027-11-01 00:00:00,Vancouver Lamprey,NA,Threatened,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Entosthodon fascicularis - Banded Cord-moss,Terrestrial,Mosses,Entosthodon fascicularis,Banded Cord-moss,NA,Special Concern,2015-05-01,2025-05-01 00:00:00,Banded Cord-moss,NA,Special Concern,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Entosthodon rubiginosus - Rusty Cord-moss,Terrestrial,Mosses,Entosthodon rubiginosus,Rusty Cord-moss,NA,Special Concern,2017-04-28,2027-04-28 00:00:00,Rusty Cord-moss,NA,Endangered,2021-09-01,Schedule 1,2006-08-15,"British Columbia, Saskatchewan",NA,Refer back,9999-01-01
Epilobium densiflorum - Dense Spike-primrose,Terrestrial,Vascular Plants,Epilobium densiflorum,Dense Spike-primrose,NA,Endangered,2005-05-05,2015-05-05 00:00:00,Dense Spike-primrose,NA,Endangered,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Epilobium torreyi - Brook Spike-primrose,Terrestrial,Vascular Plants,Epilobium torreyi,Brook Spike-primrose,NA,Endangered,2018-11-01,2028-11-01 00:00:00,Brook Spike-primrose,NA,Endangered,2007-12-13,Schedule 1,2007-12-13,British Columbia,NA,Added to list,9999-01-01
Epipactis gigantea - Giant Helleborine,Terrestrial,Vascular Plants,Epipactis gigantea,Giant Helleborine,NA,Not at Risk,2015-11-26,2025-11-26 00:00:00,Giant Helleborine,NA,NA,9999-01-01,NA,9999-01-01,British Columbia,NA,NA,9999-01-01
Eremophila alpestris strigata - Streaked Horned Lark,Terrestrial,Birds,Eremophila alpestris strigata,Streaked Horned Lark,NA,Endangered,2018-04-27,2028-04-27 00:00:00,Streaked Horned Lark,NA,Endangered,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Ericameria bloomeri - Rabbit-brush Goldenweed,Terrestrial,Vascular Plants,Ericameria bloomeri,Rabbit-brush Goldenweed,NA,Data Deficient,1997-04-01,2007-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Erigeron leibergii - Leiberg's Fleabane,Terrestrial,Vascular Plants,Erigeron leibergii,Leiberg's Fleabane,NA,Data Deficient,2016-11-27,2026-11-27 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Eschrichtius robustus - Grey Whale (Eastern North Pacific population),Aquatic,Mammals (marine),Eschrichtius robustus,Grey Whale,Eastern North Pacific population,Non-active,2017-11-01,2027-11-01 00:00:00,Grey Whale,Eastern North Pacific population,Special Concern,2005-07-14,Schedule 1,2005-07-14,"Arctic Ocean, British Columbia, Northwest Territories, Pacific Ocean, Yukon",NA,Added to list,9999-01-01
Eschrichtius robustus - Grey Whale (Northern Pacific Migratory population),Aquatic,Mammals (marine),Eschrichtius robustus,Grey Whale,Northern Pacific Migratory population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Arctic Ocean, British Columbia, Northwest Territories, Pacific Ocean, Yukon",NA,NA,9999-01-01
